UMAP1,UMAP2
8.118045,-0.91988426
6.5462976,0.72528154
-0.41101238,7.459887
7.592611,-1.1430174
1.8945379,5.3415103
-1.2787544,2.5842347
12.342699,8.168253
12.631326,10.751059
0.88684404,5.5591974
8.377338,-1.9242946
-2.4930766,9.217762
2.6894052,5.704788
11.611303,11.062904
0.56542516,8.665328
-1.5840725,4.087581
12.694797,11.167411
12.452737,8.171114
-0.4344205,7.4534626
2.1793745,6.9746304
-2.3175995,8.0311165
8.065468,1.4351323
7.6209908,1.7366483
12.708225,11.198016
0.7392109,9.710703
-2.3784976,9.093803
-0.43758819,4.3254647
0.35786,7.3657293
5.9823475,1.1572303
12.075295,9.892748
2.6101158,5.8402023
-2.0680056,7.964167
10.575956,11.326136
1.1829038,8.421729
8.774988,-1.3724906
-0.6540504,3.9896684
10.892306,11.984202
10.863941,10.928139
2.6325758,6.253814
-0.29963535,8.253343
-0.4359041,4.309715
0.24724138,6.810596
10.303258,10.9595995
0.50878555,9.175962
1.5663291,6.7212424
1.2069216,9.357857
-1.035049,3.307456
10.550321,11.198753
12.4916315,11.632836
11.700058,7.600998
11.777461,7.606538
10.481487,11.279144
-0.9692821,4.7136064
1.970495,11.1260195
0.66471946,8.938131
-1.6462642,3.932481
1.7958636,7.102598
8.220155,-1.9718696
12.003875,11.510192
-0.09028332,7.157925
-0.59815526,7.6639743
6.3312325,3.8729575
8.785781,-0.9820372
6.2714915,0.92356503
5.6511183,0.905721
-0.9171216,2.72017
6.3658576,3.3740435
0.23572202,10.528561
-2.6344137,4.1234875
12.011539,11.291557
6.119488,3.9082005
6.220467,1.7410538
6.135928,1.8194171
-1.7329125,4.1223736
6.229684,3.7237358
0.7513549,9.044353
1.042941,5.6680713
10.053861,9.970943
2.9579177,6.792147
-1.7803304,2.4966762
2.7073982,6.274288
0.8979855,8.851655
5.6398454,1.1038324
10.261623,10.336198
0.41657722,6.8692183
9.699244,11.407512
10.68546,7.9136224
-2.547583,3.6157725
-1.5790514,8.068617
-0.38873592,8.068457
2.3242438,6.757366
2.0627155,6.3668804
9.824483,11.301818
-0.67527044,3.653472
8.114555,-1.6704924
5.5787373,3.0152955
-1.5945755,4.0664835
9.735831,10.409596
5.877776,1.3222257
8.327185,1.0805552
-2.369633,8.624718
11.953628,10.555579
-1.4187803,2.713553
8.708574,-1.3017616
1.3045529,6.3812995
11.973566,9.649943
-2.2676256,7.9134393
0.8492383,7.9604526
-2.512655,3.6242256
7.7273545,-1.3284541
0.10177511,9.692138
6.521428,0.76550984
-2.050215,8.066526
0.7178178,9.827959
2.3311281,6.4826846
0.7486428,8.871414
9.762821,10.624399
-2.250446,8.410189
8.416487,-1.6449661
8.135452,1.3385404
-2.170613,3.5258145
5.2188363,3.843707
10.375872,9.91746
-0.18672681,9.591979
12.659088,8.382333
8.451617,1.0140642
-0.7863205,2.7463999
0.36294,9.795198
1.029777,6.7159123
10.015192,10.246773
1.4196453,6.335972
2.2213106,5.6027856
2.5161936,6.2940135
6.0805254,3.394116
-0.7113495,4.2935658
0.27665454,7.463059
2.5949833,6.6787744
-1.7225839,2.3675597
11.043867,11.917264
9.103086,-1.1104236
11.909388,10.925727
9.728892,10.635255
-1.2602977,2.8049839
8.556889,-1.4988129
11.646399,12.107347
-0.50182617,4.5298843
-1.7719504,8.259595
0.31304765,8.030247
12.776328,10.839396
10.512351,10.026334
5.6015663,3.3815317
6.0009513,1.9986206
-0.57507247,4.5965
7.6163464,1.5356869
1.0732555,5.422849
0.83469087,10.223139
-0.9446204,3.165495
12.226347,10.68778
0.56092495,7.8596897
10.6530285,11.704703
11.756528,10.419589
-1.5768087,3.967313
11.255687,8.606539
11.466919,8.146023
5.9560328,1.175335
0.30991203,6.934429
-2.2326965,4.518661
10.285465,11.840865
11.163255,10.331701
11.263776,8.502842
5.572351,0.9146434
1.4155971,10.40109
8.836115,-1.4218872
8.979914,-1.2619023
1.1237504,8.622391
0.14710358,9.70998
1.2247647,6.6650467
10.973518,12.078691
7.91606,-1.5590342
1.1412185,8.5942745
9.65258,11.062186
11.723832,7.6173363
7.6201587,-1.1920892
10.591074,11.710076
0.67380685,6.6186666
-0.5318604,3.8780367
9.791057,10.338941
10.562583,10.014219
1.3661611,6.352237
1.818275,7.0999436
12.41956,11.257383
0.38729,7.8980913
2.8154745,6.8456645
1.0664603,8.528893
8.511488,-1.0151656
-0.35033387,8.102156
-2.4058254,4.2575216
-0.875864,2.8625846
-1.7264056,8.957091
10.11359,11.026212
0.3908654,7.70441
2.3913252,6.751007
7.5914464,-1.1739112
1.5009319,10.758131
1.1797668,5.62763
10.953744,7.9152956
0.5085937,9.396992
12.596384,8.323846
10.654464,10.634689
-1.7346655,8.815605
-0.9754615,3.675838
2.5472195,6.1915846
12.51781,11.4198
1.824289,6.2815337
-1.0847399,8.016561
10.946078,11.94645
10.896434,8.031199
6.312887,1.5464653
5.8260703,1.8994054
-0.40195033,8.173849
0.28156835,7.472036
1.009838,5.549538
10.688872,7.9288516
8.406472,1.0512265
6.3701267,1.3034366
1.7711967,11.332297
10.84975,8.610656
0.81013095,6.6967845
12.652784,11.155915
9.721157,11.3087015
12.245243,11.55387
-2.4559348,7.9485335
1.0576774,8.026793
10.517052,11.1723795
3.2346973,5.919361
-1.7812415,8.126533
12.1631,9.933472
12.057124,11.832135
8.955082,-0.93804574
-0.46725437,4.1216526
1.4933265,10.857771
7.6049514,-1.1124605
10.991966,10.299578
6.7941904,2.997616
5.353655,3.7979438
6.0685863,2.1144528
-1.6543883,8.528662
7.143367,2.154411
1.0916764,8.120737
6.0249367,1.7772253
-2.2341268,4.4515505
8.334375,-1.4014733
6.4135733,3.4115224
1.0842961,6.308857
6.254213,2.4856799
7.8173494,-1.2785864
-2.7770956,8.945653
0.5417287,7.7711406
7.2949243,2.0829701
-2.032948,4.4420915
-2.5706382,7.9034214
9.696281,10.99813
-2.5037367,4.328978
-1.0551847,3.1447058
10.706092,12.054433
-2.570356,3.5226848
-2.1708221,8.865618
0.9449031,10.143512
8.735616,-0.58049905
0.9099526,10.002365
1.3261908,6.313262
8.443234,-1.9211177
6.060777,1.2842426
6.204523,3.7209742
-1.002213,3.781977
-0.6535332,3.6518023
0.8508422,6.8532968
-2.1839979,8.915318
6.0071187,2.4137802
0.32795438,6.6888795
-1.5890112,4.0830636
0.2205047,7.7669106
1.9789621,7.131898
0.45016474,7.4180455
8.41837,-0.969358
1.7181308,6.9038486
1.3803053,5.317716
-2.321075,4.023673
11.013167,11.856236
5.66618,1.489245
5.706271,2.766159
11.521368,7.7277894
10.75215,9.004288
-1.8376405,2.8182693
-1.7372645,2.3842626
-2.3926277,3.3610444
12.152299,11.325183
6.3542724,3.7993417
0.266653,9.598556
11.263161,8.283246
-2.5845594,8.213827
0.14129293,10.125223
0.22100428,9.804465
8.847532,-1.1296247
12.223015,9.028474
0.07317856,9.97421
8.062393,1.4274906
10.489652,11.647896
8.42699,-1.9569814
7.541044,-1.011653
-2.232832,4.4941926
-0.6576406,3.6677363
11.53037,7.538961
10.793989,8.919752
-2.2132864,7.6047883
-0.9061048,2.6181521
-2.5690455,3.4480562
-2.0369308,7.9854283
12.370155,11.192947
10.97803,12.071814
10.713982,9.024696
10.598469,11.509434
0.6069823,6.5600314
9.964919,10.208573
1.2540102,7.73796
-1.1494305,7.58922
10.995155,11.415747
12.729189,11.063774
7.6307807,1.7907009
11.150369,8.436396
10.897216,10.979356
5.5685964,1.4125001
-1.0236762,3.115276
12.328524,11.13153
11.054989,8.76117
6.434943,2.9771752
1.861249,7.1858277
-2.706501,3.4303002
-2.3344257,9.127287
0.5921031,10.410819
5.95578,2.9185731
0.1888667,6.8848867
9.708328,10.648087
-2.6238089,3.5205853
2.549407,5.877149
-2.3173306,4.423328
-1.7539737,8.034512
5.8020844,1.2127265
2.3897913,5.6979523
1.4911844,6.448631
-0.8839243,7.8604465
12.5041275,11.246207
1.0612302,9.0804825
12.403684,8.173847
1.1405089,6.736023
3.213135,5.917941
1.311765,6.4372835
1.5644423,10.813308
-2.386664,8.609744
2.916696,6.5535073
5.8228207,3.5506237
9.690639,11.398639
-0.9336483,4.737594
2.1595855,5.5426106
0.5576948,8.040703
1.601072,6.2585797
8.265533,-0.94808865
10.6824465,12.210934
1.0870101,6.902232
-1.6478442,8.847706
11.064999,11.970573
6.231124,0.9303754
1.0099039,5.480758
2.395947,5.9597015
10.404441,10.916845
-1.2790401,4.2773542
8.0830345,1.4052287
-0.797901,7.175996
-0.5955433,4.5224514
12.226251,10.442871
10.126399,9.726408
1.8595793,6.3724556
2.95457,6.6225214
11.170398,12.204254
1.3853253,6.4919333
11.10039,12.197914
7.970673,-0.95513266
2.6362567,5.79458
10.954736,12.134983
11.551103,7.5148654
5.9624505,1.7212677
0.57741433,6.5910215
-2.7830594,9.013513
0.3839831,9.739909
6.515151,1.2629287
11.847552,11.050331
10.824223,11.7444315
6.033095,1.3580225
0.96639735,10.108806
5.5685596,0.88450474
-0.3924378,4.239902
11.807864,12.066153
-0.5538876,2.7317767
11.637167,11.450375
-1.747214,8.3083105
1.0723249,5.6102962
-1.7211578,4.343941
1.234832,6.5881987
7.9801946,-0.9725741
2.0774717,11.078726
8.473459,1.0027211
5.771052,0.9079252
12.653428,11.078847
1.0438987,5.4590154
6.1142216,3.6976502
-2.6088564,9.139934
1.5423394,6.0482407
10.748802,11.67612
8.354864,-1.350229
6.245152,3.2705827
-0.05246611,10.217852
11.506815,7.5594473
12.355668,8.692593
5.821204,3.2726939
-2.3886385,4.445019
6.54563,1.9939388
10.344523,9.731042
2.9672678,6.124769
10.096783,10.392295
2.4519527,5.7492256
-2.240154,4.037335
-1.5298784,4.2216263
5.5939913,0.9069245
8.0740185,-1.6305568
5.6577525,3.3921127
-2.213551,7.6135106
-0.865921,4.638345
-2.4586406,7.901049
5.161991,3.9335396
-2.5203927,9.169722
6.220536,2.5898001
6.081348,3.8646228
1.9904907,7.1339865
-0.48115355,4.5016947
-0.54861057,4.716273
12.5657215,10.646179
-0.47157604,2.7810345
12.073703,11.6325865
0.4081822,10.062468
-0.7795394,7.162619
0.2676436,7.8908167
-1.7689852,2.3931746
9.782704,10.568152
10.832681,7.86869
6.0871377,3.3475053
-1.8621446,2.8705478
9.999461,10.563563
12.771172,11.266632
0.56920373,9.07459
12.223701,11.20762
9.0944805,-1.1076754
-1.5445194,3.9333136
10.693897,9.094871
-2.224415,7.6120486
10.559359,11.4738865
0.26517934,10.4981575
10.567516,11.46531
1.8339818,11.174503
0.42862007,7.9622297
7.261397,1.8882471
6.750651,2.7499838
-2.3666863,3.813479
5.7745266,1.6018463
2.6924696,6.106232
0.79182696,9.74416
0.3186741,7.1478896
11.028492,11.639228
12.633817,10.666646
-0.9624803,2.7534807
-1.0745549,2.4922554
-1.9884782,4.1365848
2.4002295,6.082807
6.646477,3.0156562
0.55403596,7.7184553
1.3200312,7.7217193
11.8363085,11.0874815
11.583967,7.629001
11.452838,11.105508
5.68781,1.6796163
-1.6585935,2.4123638
2.655467,6.6603627
-2.5481572,8.744487
6.5820866,0.69241565
1.0492275,8.075345
0.8130997,6.3088
0.60299575,9.271864
-2.6117396,8.011769
10.209837,11.827306
7.601712,-1.0957631
-0.7347222,3.4015698
0.36471596,7.989914
5.744679,3.5542414
11.743866,9.950033
-2.617125,9.132819
1.6445355,10.725614
2.5403821,6.645283
0.52795684,8.747048
-2.6376686,3.5074608
-2.464553,8.462425
-1.194804,4.3411965
0.44669735,6.452357
6.351124,2.8826616
10.486318,10.53654
-1.7507342,2.3648872
0.52513343,10.45173
-2.5418015,3.8382165
1.5098225,5.1799893
-0.46765456,4.169934
1.8230923,10.4585495
2.1811562,7.2148385
12.205174,8.459859
0.6569941,7.8310537
12.085561,10.492713
11.4650135,10.874991
8.887542,-1.436057
-1.5866215,8.92106
12.466208,10.834238
7.933245,-1.2815957
9.587644,11.225032
7.524365,1.7980335
7.717204,1.7010585
0.28081873,7.9823575
1.9711384,7.090925
1.0710683,7.5624623
12.3502655,11.55425
7.996084,-0.843389
-0.6108605,3.1888428
5.8055077,3.3765178
8.342126,-1.7041974
12.4404,8.166637
8.32407,1.1515175
1.4427147,6.207753
-2.494501,3.6195896
1.1671612,6.0432105
2.1546385,5.5429616
12.352344,8.250603
10.683174,11.913167
10.2839,11.280459
10.734737,10.281659
2.4852023,5.7296324
11.516224,7.548293
-1.703463,7.6690135
8.236327,1.22526
0.29139805,7.579482
-2.5198174,9.094626
10.689629,12.024611
-0.9784837,2.6221144
-1.7334913,3.8802874
0.7621044,9.757679
-0.4301022,8.139034
-1.0730083,2.5580895
11.949412,11.016437
0.6364012,6.573506
5.638851,3.3785596
12.367844,11.749528
6.326441,2.957585
11.942062,10.684655
0.103188574,10.158423
8.45154,1.0093349
10.810519,7.9114
5.3423843,3.238336
-2.1218061,4.4481635
10.167705,9.663873
8.387026,-0.9041767
3.116709,5.847955
2.4922013,5.7381835
-2.5767386,3.6610215
6.120234,0.8386285
0.8241121,7.0406313
1.6453434,11.202602
0.55945957,10.42318
1.2587274,6.0630064
-0.6980573,7.4238453
2.3071804,6.6380663
0.5693118,8.848746
9.9852495,11.308119
1.992939,5.9922986
-1.6553594,8.505535
10.479003,11.427526
8.103777,1.3940775
-0.87965024,7.2309513
5.556346,3.5650926
-1.5566096,2.3588574
-0.7643056,3.0561156
1.5756493,6.4051027
-1.930617,8.091558
10.006689,11.287994
12.059898,11.822147
12.4648905,10.959111
7.1137543,2.1448288
7.2934313,1.6791004
-1.1391882,3.561683
8.363046,1.0484865
1.5258158,6.077728
2.3444276,6.253111
-2.625682,3.5922103
11.287322,8.269596
8.251404,-1.8686008
11.075196,12.1184
5.792126,3.8019276
5.586289,3.9247236
7.4809313,-0.96066713
9.767647,10.655628
-0.16957262,8.167143
0.9320072,10.2359495
-0.85583115,8.473568
-0.8235822,7.236441
12.114527,8.405505
10.212685,10.655786
6.270307,3.8108697
10.665794,11.904758
11.497526,7.8437653
10.25083,10.34964
5.5264974,3.617898
9.732473,10.925942
0.973753,6.020362
-0.81459635,7.43894
8.046502,1.3914411
6.5586925,2.9344885
7.9498315,-1.5900824
8.744113,-0.50870746
-0.9203287,2.6455867
7.097396,2.0525117
-2.5858264,3.5582705
2.744692,6.3312125
2.7061596,6.8651743
8.33357,1.1087649
1.9758514,7.005688
2.0913198,6.2654653
1.8162841,10.509935
2.609344,6.1955404
7.3126283,1.6306982
10.961267,11.871125
11.819973,7.6127768
0.6439587,9.74447
7.0586195,1.354638
11.411297,8.425174
11.888239,10.844191
10.62902,10.606525
-2.194393,9.001951
-1.1308631,3.5142279
5.516298,1.2706393
11.236846,7.9436946
0.5074813,10.365736
10.776857,9.986279
8.435416,1.0109628
8.988861,-1.3918713
11.081618,10.659441
0.76963377,6.6868267
-1.0207928,3.6290765
7.6601176,-1.1878095
-0.6262652,7.2884974
-1.9697255,8.952541
2.426747,6.260144
2.4912982,6.658445
-1.3289908,3.0028236
9.042107,-1.2477403
10.534589,10.465177
6.008768,1.43843
-0.8092652,2.6622443
-1.9498141,3.979095
5.74113,2.8925836
7.66314,1.7759778
-0.45595816,3.676582
2.252235,7.213853
2.3129,6.78784
2.457692,5.6274447
-1.8143905,4.272945
7.6014366,-1.1486435
-0.9649156,2.4756625
1.3176554,6.5390964
6.2175655,3.8669212
8.277282,-1.9926494
10.889544,11.721471
12.025337,11.095098
-1.0572704,3.22839
6.4070363,3.660482
10.17707,9.753682
10.951477,12.232265
5.1996655,3.9292235
0.07822277,9.83204
1.5405904,7.498077
12.445258,10.988164
-0.42054302,3.762065
-2.659396,3.4841356
1.3400444,7.3321896
8.890595,-0.83319294
8.993678,-0.9562299
2.451543,6.728648
11.095378,10.441605
-2.346138,8.611709
6.5259023,2.8690898
10.952352,11.558222
9.671059,11.333966
0.34645993,10.399569
6.2162914,0.77904993
-0.7145173,7.8168464
1.2067897,6.2055755
-2.059889,8.998782
-1.7327127,2.4994285
-1.1100736,3.2315695
10.573792,10.657788
-0.4835899,7.6670675
0.29176658,7.4719806
5.948781,3.9712782
-0.08856996,10.104063
12.801901,11.133158
7.714045,1.8279564
10.221576,10.274022
-1.0019933,4.6086817
10.30416,10.195599
-1.805888,2.9102318
10.705962,7.9461904
0.6824156,7.4924793
5.9015675,0.851394
12.017209,10.953146
-1.7436898,8.315416
10.097351,11.09581
10.779779,11.231973
12.013832,10.82273
6.1974707,3.7891524
8.318091,-1.3841995
11.42989,7.844606
10.109586,11.1427355
-0.80710447,7.1185417
1.0501072,6.163834
12.326245,8.095925
5.702029,2.6891596
2.484454,6.4989457
10.5157,11.137526
7.5196395,-1.0836316
-2.1802187,4.0075793
6.1794324,0.84613043
-0.0134057375,7.2064056
10.37285,12.031306
7.6765275,1.8133149
3.203813,5.9400373
8.465873,-1.8979701
6.466972,3.075212
6.3011684,1.7972975
12.389749,8.092044
11.780131,9.829811
11.073748,12.095291
1.3069489,6.3096457
6.206087,3.8311088
10.428924,11.768895
0.96478665,10.091374
7.3654604,2.0827284
5.982688,3.637279
12.402614,8.133505
5.6837635,2.4157128
-2.6307554,3.5085077
11.950201,11.581842
2.3407342,6.346744
-1.0507952,7.646175
10.190175,11.870174
10.326724,12.042842
-2.0144198,8.068672
6.1815825,3.0558536
12.416485,11.80201
6.3398843,2.3872008
1.8464634,11.271119
12.812478,10.873615
11.601957,10.515128
1.6434326,7.742995
-1.6796713,3.8796368
12.443476,8.2706375
10.195014,9.62948
5.9071956,1.3213713
0.7814084,8.016832
10.5766735,10.627058
1.5544504,6.6910696
-1.75454,8.834544
11.209354,8.453915
0.113221124,9.704572
11.398453,11.655715
5.404885,3.9922912
10.18771,11.565776
1.8978533,5.358826
6.3704433,3.8917358
6.0558524,2.5066156
10.676315,7.9187975
7.6786203,1.5854849
12.408889,8.534683
-1.724253,4.174319
7.612792,1.5871679
2.856057,6.814953
12.417445,10.758071
12.518515,10.842634
2.967069,6.0287123
0.6679938,10.398791
0.9965462,5.466002
10.313958,10.875892
12.039465,10.635402
1.704122,6.175363
-2.2431304,4.0271845
1.6171023,7.83294
0.64926827,9.990642
-2.5606034,3.7543135
2.7471879,6.4642496
-2.3783882,4.498503
6.6194825,2.7412572
6.3648624,3.6392164
1.0403489,9.408433
-2.2598662,8.885197
9.663929,10.353038
-1.082513,7.9725137
5.6368093,1.1521791
10.850472,12.0830345
-0.09332287,9.646999
12.692908,11.307778
10.782128,11.756412
2.3200526,6.897425
7.9714603,-1.5978179
-0.90554124,7.846667
11.972105,8.595232
1.9238802,7.093702
12.759317,11.207595
10.316956,11.177395
12.092676,8.703246
12.817919,10.986318
-2.0486138,8.910067
6.0261436,2.5896297
11.778299,11.001127
8.849246,-1.4022133
2.5354445,6.420485
12.251486,10.487672
-1.7731564,2.33736
8.020046,-1.4023663
6.317706,1.4805061
10.894119,11.920232
2.2523665,6.545705
2.321214,6.8007746
12.682418,11.172692
9.793332,10.2809725
5.861624,2.9062364
6.5001163,0.7684279
-1.061716,3.6274426
-0.6797698,7.2584696
-2.2314422,4.5522566
0.4741703,6.8224
11.1360235,8.849938
8.849774,-0.725589
-2.5915992,9.120885
7.202518,1.3908361
-1.7918346,8.026081
7.071355,1.3483014
10.870035,12.10724
1.0796214,9.049319
7.5931406,-1.1129761
-2.551619,8.130437
-0.7370377,3.5802345
10.753514,8.307003
-2.3746212,8.69046
1.2098987,7.9835687
12.270164,10.939181
-0.018561035,9.6170435
12.490663,10.96703
5.368475,3.775028
-0.59694177,2.7382715
10.228751,10.039048
10.805403,10.786454
1.0487959,7.569179
0.1007257,7.23818
7.1795554,2.3891168
5.8093686,1.1357186
7.388479,1.8294379
-2.4634104,7.8404913
12.239264,8.400207
8.847881,-0.7725052
-1.7634399,8.605193
2.7448838,5.8507767
6.054933,2.4808435
6.5535703,2.149574
0.9298758,6.9430084
12.346864,11.453677
6.3822603,1.3391091
10.771031,12.010215
3.092532,6.8641567
12.571529,11.0022
-2.3934488,4.447094
10.742233,7.953842
-0.6279916,2.8164146
8.561585,-1.60002
-0.96475637,3.183705
-2.3233495,9.079845
-0.009551058,10.00958
-0.9272106,2.6883872
1.4989219,6.916694
1.4824207,6.1687603
0.69133204,9.779174
-1.2139064,3.166961
12.157568,8.505708
0.45036343,6.3766475
2.1019006,11.087376
6.114469,3.6631768
1.5525243,7.0146804
-1.9281887,8.726901
2.537744,5.9620767
-1.2561673,7.912382
1.1883566,8.068716
2.344605,5.863822
5.498084,3.08321
-1.7930669,8.288273
10.810664,11.416189
12.023258,10.348281
1.908524,5.4116306
-2.682873,9.097805
0.3835386,9.370677
-0.971236,7.3953586
5.954865,1.6956875
0.019189779,8.341974
10.299657,11.005476
3.2214088,5.8684306
10.562181,10.443664
-1.2551095,2.9005988
7.585991,-1.1323295
5.4394393,3.5410864
8.854472,-1.1660943
-1.0727925,2.4337935
12.372872,8.634748
6.0844035,4.0077043
5.640911,3.3928463
0.7029832,6.5656977
-1.5519425,8.678722
9.892801,10.144475
-0.72943753,2.8225617
2.471494,5.730126
5.397499,3.7165184
11.092996,8.723319
1.7803776,5.327782
-1.5510929,8.890465
-1.7614311,8.574532
0.39463815,7.105377
2.7342906,6.584576
-2.342781,8.668653
11.772894,9.914715
10.623481,12.019231
5.6106124,3.0526514
0.1804726,10.087816
12.10681,8.071755
-2.1969113,7.6947904
-0.51483506,7.34088
10.430471,10.8966255
2.0933533,6.173372
10.177871,10.446266
2.3176866,6.626637
6.5265627,0.7613565
0.774981,9.734385
8.7133045,-0.7129775
11.64412,7.588496
1.1575903,7.995923
12.291465,11.862943
0.4272347,6.400179
-1.9390815,4.2249346
10.948711,12.087844
8.089506,-1.4460568
1.1831734,5.414044
1.329172,5.3285813
-2.7138276,3.6808324
1.7674538,7.178725
1.6702893,11.254456
1.2492253,6.6441927
11.562737,7.6288924
1.6861336,11.269149
1.1089181,9.066313
6.0997405,2.6790247
0.2992512,7.8782763
11.792248,11.321294
7.588823,-1.037485
10.763241,9.869998
-1.0748688,2.4288793
0.62593895,9.613375
0.27185583,7.770067
1.436207,6.831247
1.521281,10.871574
1.6150825,6.9192905
12.670489,11.010949
5.7265577,1.1834295
0.21393687,10.533501
-2.3216214,4.4618897
-2.2346048,7.63056
2.1921666,6.9544926
-1.0692542,2.4355574
9.706935,10.709576
0.9064147,7.0300756
9.798121,10.263615
10.410214,10.305021
-1.5295771,2.8451982
5.551135,0.9025751
11.9574,10.970482
10.1767645,9.4957485
2.008409,11.156187
12.454252,11.6353655
0.6720151,7.4065714
8.168508,-1.6215562
6.215653,0.8904352
6.6119432,2.029465
8.355236,-0.9245591
6.2520237,0.912332
-1.5607152,2.3398788
8.099878,-1.8794734
11.180652,8.598709
5.9797287,3.3138263
11.633033,10.643996
0.9847203,10.141871
-2.4070964,3.3946257
-1.1689898,4.4355955
1.0657175,9.176941
-2.607559,3.4286287
10.91528,11.527392
-1.8376931,8.767922
8.128821,-1.5523041
0.5240451,10.465095
1.4991428,10.671698
8.9923525,-1.0895481
0.9174804,9.974176
0.927214,7.028322
6.077371,1.9282931
2.0096922,5.4765115
-0.73220986,8.033771
1.1139146,7.3019342
12.405582,10.874763
8.149857,1.3314925
7.662916,1.6214325
5.2059236,3.929407
11.865238,10.875888
11.382644,12.151583
8.353079,-1.9613088
6.2942224,2.964272
11.956673,9.805865
2.7464957,6.6191587
1.522506,6.826642
0.85519314,7.0400558
10.68226,11.248911
12.083238,11.344297
6.7297144,2.7878873
-0.6281775,7.2613893
-0.45051575,8.145225
-2.2846487,8.813103
0.27151158,6.928476
10.767773,8.932881
8.175904,1.2824317
1.1798555,9.389724
2.808339,6.120079
2.163659,7.1656346
9.681748,11.201823
10.819175,10.748584
1.4661249,10.49153
12.005725,11.202637
8.046038,-1.726724
11.263441,8.496726
11.149784,11.46954
2.2173574,5.6204257
8.494318,-1.0218647
12.265481,8.389635
-0.66299444,7.6094317
-1.2451609,3.4150538
-1.3596222,2.4003243
8.432953,1.0455117
5.9346986,2.88227
6.750441,2.74083
2.6980777,6.466167
10.698092,7.908864
7.9302287,-1.5378188
2.8317986,5.8365245
-1.005084,2.4575953
1.8161265,11.300526
8.234837,-1.6898372
6.7178273,2.899866
10.0946045,11.288579
8.796172,-1.2237889
12.013448,10.947464
-2.6146128,8.299354
-0.53714347,2.793824
-2.0175097,8.103951
11.839888,12.091046
-2.4397702,8.435183
-0.20242918,9.560358
1.599988,6.9885306
12.197742,10.722956
1.5815767,11.078789
-2.4279523,3.3788493
6.253682,3.175478
-0.45735997,4.0910406
-0.49892178,4.177217
6.125942,2.641425
-1.6994194,2.381174
5.5288854,1.0003973
11.928627,9.8581915
12.55173,8.397437
-1.7345762,8.359151
2.3244538,6.079956
-0.923377,4.7288556
12.123512,10.540806
1.8062896,7.1820126
-1.5903912,3.95335
